"Land","Geschlecht","count","Jahr"
"PAR","Women",1,2012
"PER","Women",3,2012
"PHI","Women",1,2012
"PLE","Women",1,2012
"PLW","Women",1,2012
"PNG","Women",1,2012
"POL","Women",22,2012
"POR","Women",13,2012
"PRK","Women",3,2012
"PRY","Women",0,2012
"PUR","Women",2,2012
"QAT","Women",1,2012
"ROU","Women",15,2012
"RSA","Women",5,2012
"RUS","Women",58,2012
"RWA","Women",1,2012
"SAM","Women",0,2012
"SCG","Women",0,2012
"SEN","Women",3,2012
"SEY","Women",1,2012
"SIN","Women",1,2012
"SKN","Women",0,2012
"SLE","Women",1,2012
"SLO","Women",7,2012
"SMR","Women",1,2012
"SOL","Women",1,2012
"SOM","Women",1,2012
"SRB","Women",7,2012
"SRI","Women",1,2012
"SSD","Women",0,2012
"STP","Women",1,2012
"SUD","Women",1,2012
"SUI","Women",8,2012
"SUR","Women",1,2012
"SVK","Women",6,2012
"SWE","Women",6,2012
"SWZ","Women",1,2012
"SYR","Women",1,2012
"TAN","Women",1,2012
"TCH","Women",0,2012
"TGA","Women",1,2012
"THA","Women",1,2012
"TJK","Women",1,2012
"TKM","Women",1,2012
"TLS","Women",1,2012
"TOG","Women",1,2012
"TPE","Women",2,2012
"TTO","Women",7,2012
"TUN","Women",2,2012
"TUR","Women",23,2012
"TUV","Women",1,2012
"UAE","Women",1,2012
"UGA","Women",3,2012
"UKR","Women",43,2012
"URS","Women",0,2012
"URU","Women",1,2012
"USA","Women",61,2012
"UZB","Women",9,2012
"VAN","Women",1,2012
"VEN","Women",4,2012
"VIE","Women",2,2012
"VIN","Women",1,2012
"YAR","Women",0,2012
"YEM","Women",1,2012
"YUG","Women",0,2012
"ZAI","Women",0,2012
"ZAM","Women",1,2012
"ZIM","Women",1,2012
