Land;Name;Disziplin;Kategorie;Jahr;Ort;Geschlecht;Link
EST;Gerd Kanter;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
CHI;Karen Gallardo;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
UKR;Kateryna Karsak;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
IND;Krishna Poonia;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
CUB;Yunio Lastre;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
ARG;Germán Lauro;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
GBR;Lawrence Okoye;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
TPE;Li Wen-Hua;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
CHN;Li Yanfeng;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
CRO;Martin Marić;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
AUS;Scott Martin;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
GER;Martin Wierig;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
CHN;Ma Xuejun;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
AUS;Gerhard Mayer;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
POL;Piotr Małachowski;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
FRA;Mélina Robert-Michon;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
NED;Monique Jansen;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
JAM;Jason Morgan;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
GBR;Brett Morse;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
GER;Markus Münch;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
GER;Nadine Müller;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
UKR;Natalya Fokina-Semenova;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
UKR;Mykyta Nesterenko;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
ROU;Nicoleta Grasu;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
GBR;Lawrence Okoye;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
TUR;Ercüment Olgundeniz;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
CYP;Apostolos Parellis;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
ESP;Mario Pestano;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
POL;Piotr Małachowski;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
RUS;Bogdan Pishchalnikov;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
GER;Robert Harting;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
ARG;Rocío Comba;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
USA;Jarred Rome;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
CRO;Sandra Perković;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
IND;Seema Antil;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
JAM;Traves Smikle;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
NED;Rutger Smith;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
USA;Stephanie Brown Trafton;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
RUS;Svetlana Saykina;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
BLR;Sviatlana Siarova;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
EST;Aleksander Tammert;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
CHN;Tan Jian;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
POL;Robert Urbanek;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
CRO;Roland Varga;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
RUS;Vera Karmishina-Ganeeva;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
CZE;Věra Pospíšilová-Cechlová;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
IND;Vikas Gowda;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
LTU;Virgilijus Alekna;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
GER;Martin Wierig;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
AUS;Julian Wruck;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
CUB;Yaime Perez;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
CUB;Yarelis Barrios;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
USA;Jason Young;Diskuswurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_discus_throw
POL;Żaneta Glanc;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
LTU;Zinaida Sendriūtė;Diskuswurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_discus_throw
UZB;Aleksandra Kotlyarova;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
CUB;Alexis Copello;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
USA;Amanda Smock;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
UZB;Anastasiya Juravleva;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
BUL;Andriana Banova;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
CUB;Arnie David Giralt;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
GRE;Athanasia Perra;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
TTO;Ayanna Alexander;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
FRA;Benjamin Compaoré;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
SRB;Biljana Topic;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
CHN;Cao Shuo;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
COL;Caterine Ibargüen;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
USA;Christian Taylor;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
ROU;Cristina Bujin;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
CUB;Dailenys Alcántara;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
SVK;Dana Velďáková;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
ITA;Daniele Greco;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
CHN;Dong Bin;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
BLR;Dzmitry Platnitski;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
ITA;Fabrizio Donato;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
UKR;Hanna Demydova;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
UKR;Hanna Knyazyeva;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
AUS;Henry Frayne;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
KAZ;Irina Litvinenko Ektova;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
ALG;Issam Nima;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
BRA;Jonathan Henrique Silva;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
ECU;José Adrián Sornoza;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
CUB;Josleidy Ribalta;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
BRA;Keila Costa;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
JAM;Kimberly Williams;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
KOR;Kim Deok-Hyeon;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
BLR;Kseniya Dziatsuk;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
BAH;Leevan Sands;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
CHN;Li Yanmei;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
RUS;Lyukman Adams;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
SLO;Marija Šestak;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
IND;Mayookha Johny;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
UAE;Mohamed Abbas Darwish;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
ISV;Muhammad Halim;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
GRE;Niki Panetta;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
KAZ;Olga Rypakova;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
UKR;Olha Saladuha;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
POR;Patrícia Mamona;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
ESP;Patricia Sarrapio;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
GBR;Phillips Idowu;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
IND;Renjith Maheshwary;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
KAZ;Roman Valiyev;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
HAI;Samyr Laine;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
UKR;Sheryf El-Sheryf;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
ITA;Simona La Mantia;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
BEL;Svetlana Bolshakova;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
RUS;Tatyana Lebedeva;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
NGR;Tosin Oke;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
JAM;Trecia-Kaye Smith;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
RUS;Veronika Mosina;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
RUS;Victoria Valyukevich;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
USA;Will Claye;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
CHN;Xie Limei;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
GBR;Yamile Aldama;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
CUB;Yargelis Savigne;Dreisprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_triple_jump
KAZ;Yevgeniy Ektov;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
CUB;Yoandri Betanzos;Dreisprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_triple_jump
USA;A.G. Kruger;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
BLR;Aksana Miankova;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
RUS;Aleksey Zagornyi;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
BLR;Alena Matoshka;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
GBR;Alexander Smith;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
GRE;Alexandros Papadimitriou;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
KUW;Ali Al-Zinkawi;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
USA;Amanda Bingson;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
USA;Amber Campbell;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
SEN;Amy Sène;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
CRO;András Haklits;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
POL;Anita Włodarczyk;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
CUB;Arasay Thondike;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
CUB;Ariannis Vichy;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
UKR;Artem Rubanko;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
SLO;Barbara Špiler;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
ESP;Berta Castells;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
GER;Betty Heidler;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
ROU;Bianca Perie;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
CYP;Constantinos Stathelakos;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
FIN;David Söderberg;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
TJK;Dilshod Nazarov;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
AZE;Dzmitry Marshin;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
NOR;Eivind Henriksen;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
TUR;Eşref Apak;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
HUN;Éva Orbán;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
RUS;Gulfiya Khanafeyeva;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
UKR;Hanna Skydan;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
CAN;Heather Steacy;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
LAT;Igors Sokolovs;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
UKR;Iryna Novozhylova;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
CAN;James Steacy;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
ESP;Javier Cienfuegos;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
ARG;Jennifer Dahlgren;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
FRA;Jérôme Bortoluzzi;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
