Land;Name;Disziplin;Kategorie;Jahr;Ort;Geschlecht;Link
HUN;Gyula Dudás;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
TUN;Hatem Ghoula;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
SVK;Igor Kollár;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
RUS;Ilya Markov;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
RUS;Irina Stankina;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ESA;Ivis Martínez;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
AUS;Jane Saville;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
CAN;Janice McCaffrey;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ECU;Jefferson Pérez;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
CZE;Jiří Malysa;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
POR;João Vieira;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
LAT;Jolanta Dukure;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ESP;José David Dominguez;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
GUA;Julio René Martínez;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
KEN;Julius Sawe;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
POL;Katarzyna Radtke;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
GER;Kathrin Born-Boyde;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
AUS;Kerry Saxby-Junna;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
GRE;Khristina Kokotou;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
KOR;Kim Mi-Jung;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
NOR;Kjersti Plätzer;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
LTU;Kristina Saltanovič;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
BLR;Larisa Ramazanova;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
GBR;Lisa Kehler;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
AUS;Lisa Sheridan-Paolini;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
CHN;Liu Hongyu;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
GUA;Luis Fernando García;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
MEX;Mara Ibañez;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
MEX;María Guadalupe Sánchez;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
HUN;Mária Urbanik;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ESP;María Vasco;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
LAT;Maris Putenis;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
KAZ;Maya Sazonova;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ITA;Michele Didoni;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
USA;Michelle Rohl;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
BLR;Mikhail Khmelnitskiy;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
ALG;Moussa Aouanouk;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
BLR;Nataliya Misyulya;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
AUS;Nathan Deakes;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
AUS;Nicholas A'Hern;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
MEX;Noé Hernández;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
FRA;Nora Leksir;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ROU;Norica Câmpean;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
RUS;Olga Polyakova;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
IRL;Olive Loughnane;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ESP;Paquillo Fernández;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
PLE;Ramy Deeb;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
IRL;Robert Heffernan;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
POL;Robert Korzeniowski;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
SVK;Róbert Valíček;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
RUS;Roman Rasskazov;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
HUN;Sándor Urbanik;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
JPN;Satoshi Yanagisawa;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
KOR;Shin Il-Yong;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
LTU;Sonata Milušauskaitė;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
POR;Susana Feitor;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
KAZ;Svetlana Tolstaya;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
RUS;Tatyana Gudkova;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
GUA;Teresita Collado;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
CAN;Tim Berrett;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
USA;Timothy Seaman;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
BLR;Valentina Tsybulskaya;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
UKR;Valentyna Savchuk;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
KAZ;Valeriy Borisov;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
UKR;Vira Zozulya;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
RUS;Vladimir Andreyev;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
CHN;Wang Liping;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
KAZ;Yelena Kuznetsova;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
MAS;Yuan Yufang;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
CHN;Yu Guohui;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
SVK;Zuzana Blažeková;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
MAR;Ali Ezzine;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
USA;Anthony Cosey;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
KEN;Bernard Barmasai;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
FRA;Bouabdellah Tahri;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
MAR;Brahim Boulami;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
SUI;Christian Belz;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
GBR;Christian Stephenson;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
AUS;Chris Unthank;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
GER;Damian Kallabis;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
PHI;Eduardo Buenavista;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
MAR;El Arbi Khattabi;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
ESP;Eliseo Martín;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
ROU;Florin Ionescu;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
FRA;Gael Pencreach;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
GRE;Giorgios Giannelis;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
ITA;Giuseppe Maffei;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
AUS;Günther Weidlinger;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
MDA;Iaroslav Musinschi;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
NOR;Jim Svenøy;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
CAN;Joël Bourgeois;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
GBR;Justin Chaston;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
QAT;Khamis Abdullah Saifeldin;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
ALG;Laid Bessou;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
TUN;Lotfi Turki;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
ESP;Luis Miguel Martin;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
POR;Manuel Silva;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
ESP;Marco Cepeda;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
USA;Mark Croghan;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
ETH;Maru Daba;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
ALG;Mourad Benslimani;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
USA;Pascal Dobert;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
SOL;Primo Higa;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
POL;Rafal Wojcik;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
KEN;Reuben Kosgei;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
MEX;Salvador Miranda;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
UKR;Sergiy Redko;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
NED;Simon Vroemen;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
CYP;Stathis Stasi;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
RUS;Vladimir Pronin;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
KEN;Wilson Boit Kipketer;3000-Meter-Hindernislauf;Mittel-/Langstrecke;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_3000_metres_steeplechase
RSA;Alwyn Myburgh;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_400_metres_hurdles
BAR;Andrea Blackett;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_400_metres_hurdles
USA;Angelo Taylor;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_400_metres_hurdles
POL;Anna Olichwierczuk;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_400_metres_hurdles
GBR;Anthony Borsumato;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_400_metres_hurdles
SRI;Arijan Raja Ratnayake;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_400_metres_hurdles
AUS;Blair Young;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_400_metres_hurdles
RUS;Boris Gorban;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_400_metres_hurdles
CHI;Carlos Zbinden;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_400_metres_hurdles
JAM;Catherine Scott-Pomales;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_400_metres_hurdles
MYA;Cherry;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_400_metres_hurdles
GBR;Christopher Rawlinson;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_400_metres_hurdles
GRE;Chrysoula Gountunoudi;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_400_metres_hurdles
CYP;Costas Pochanis;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_400_metres_hurdles
PAN;Curt Young;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_400_metres_hurdles
CUB;Daimi Pernia;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_400_metres_hurdles
JPN;Dai Tamesue;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_400_metres_hurdles
CRO;Darko Juricic;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_400_metres_hurdles
JAM;Deon Hemmings;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_400_metres_hurdles
JAM;Dinsdale Morgan;400-Meter-Hürdenlauf;Hürdenlauf;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_400_metres_hurdles
