"1","2","3","4","Game"
"3","6","Gail Devers","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.43"
"4","7","La Verne Jones","Virgin Islands","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.44"
"5","3","Agne Eggerth","Lithuania","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.45"
"6","8","Heather Samuel","Antigua and Barbuda","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.46"
"7","2","Robina Muqim Yaar","Afghanistan","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.47"
"8","5","Fartun Abukar Omar","Somalia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.48"
"1","6","Vida Anim","Ghana","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.49"
"1","2","Christine Arron","France","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.50"
"3","1","Kim Gevaert","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.51"
"4","4","Karin Mayr-Krifka","Austria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.52"
"5","7","Rosemar Coelho Neto","Brazil","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.53"
"6","3","Mae Koime","Papua New Guinea","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.54"
"7","8","Hawanatu Bangura","Sierra Leone","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.55"
"8","5","Alaa Jassim","Iraq","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.56"
"1","4","Ivet Lalova","Bulgaria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.57"
"2","3","Abi Oyepitan","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.58"
"3","8","Lyubov Perepelova","Uzbekistan","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.59"
"4","2","Delphine Atangana","Cameroon","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.60"
"5","7","Viktoriya Koviyreva","Kazakhstan","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.61"
"6","5","Marine Ghazaryan","Armenia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.62"
"7","6","Carol Mokola","Zambia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.63"
"1","6","Christine Arron","France","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.64"
"2","4","Veronica Campbell","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.65"
"3","3","Abi Oyepitan","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.66"
"4","7","Gail Devers","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.67"
"5","5","Irina Khabarova","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.68"
"6","2","La Verne Jones","Virgin Islands","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.69"
"7","1","Chandra Sturrup","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.70"
"8","8","Delphine Atangana","Cameroon","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.71"
"1","5","Lauryn Williams","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.72"
"2","6","Ivet Lalova","Bulgaria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.73"
"3","8","Debbie Ferguson","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.74"
"4","2","Lyubov Perepelova","Uzbekistan","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.75"
"5","4","Zhanna Block","Ukraine","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.76"
"6","3","Véronique Mang","France","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.77"
"7","7","Bettina Müller","Austria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.78"
"8","1","Karin Mayr-Krifka","Austria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.79"
"1","4","Sherone Simpson","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.80"
"2","6","Aleen Bailey","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.81"
"3","5","Merlene Ottey","Slovenia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.82"
"4","8","Larisa Kruglova","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.83"
"5","1","Mercy Nku","Nigeria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.84"
"6","7","Liliana Allen","Mexico","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.85"
"7","2","Fana Ashby","Trinidad and Tobago","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.86"
"8","3","Vida Anim","Ghana","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.87"
"1","4","Yulia Nestsiarenka","Belarus","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.88"
"2","2","Kim Gevaert","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.89"
"3","3","LaTasha Colander","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.90"
"4","5","Yuliya Tabakova","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.91"
"5","6","Endurance Ojokolo","Nigeria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.92"
"6","8","Guzel Khubbieva","Uzbekistan","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.93"
"7","1","Rosemar Coelho Neto","Brazil","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.94"
NA,"7","Natasha Mayers","Saint Vincent and the Grenadines","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.95"
"1","5","Yulia Nestsiarenka","Belarus","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.96"
"2","6","Veronica Campbell","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.97"
"3","3","Ivet Lalova","Bulgaria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.98"
"4","7","Debbie Ferguson","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.99"
"5","1","Abi Oyepitan","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.100"
"6","4","Christine Arron","France","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.101"
"7","2","Gail Devers","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.102"
"8","8","Yuliya Tabakova","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.103"
"1","6","Lauryn Williams","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.104"
"2","4","Sherone Simpson","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.105"
"3","5","Aleen Bailey","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.106"
"4","7","LaTasha Colander","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.107"
"5","1","Merlene Ottey","Slovenia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.108"
"6","2","Zhanna Block","Ukraine","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.109"
"7","3","Kim Gevaert","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.110"
"8","8","Lyubov Perepelova","Uzbekistan","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.111"
"01 !","6","Yulia Nestsiarenka","Belarus","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.112"
"02 !","4","Lauryn Williams","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.113"
"03 !","3","Veronica Campbell","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.114"
"4","1","Ivet Lalova","Bulgaria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.115"
"5","2","Aleen Bailey","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.116"
"6","5","Sherone Simpson","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.117"
"7","8","Debbie Ferguson","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.118"
"8","7","LaTasha Colander","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_100_metres.119"
"1","7","Veronica Campbell","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.1"
"2","6","Alenka Bikar","Slovenia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.2"
"3","3","La Shauntea Moore","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.3"
"4","4","Lucimar de Moura","Brazil","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.4"
"5","2","Heide Seyerling","South Africa","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.5"
"6","5","Monika Gachevska","Bulgaria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.6"
"1","3","Ivet Lalova","Bulgaria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.7"
"2","5","Sylviane Félix","France","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.8"
"3","6","Yekaterina Kondratyeva","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.9"
"4","2","Natallia Safronnikava","Belarus","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.10"
"5","4","Lyubov Perepelova","Uzbekistan","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.11"
"6","7","Gretta Taslakian","Lebanon","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.12"
"1","5","Cydonie Mothersille","Cayman Islands","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.13"
"2","6","Beverly McDonald","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.14"
"3","7","Yelena Bolsun","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.15"
"4","3","Joice Maduaka","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.16"
"5","4","Saraswati Saha","India","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.17"
"6","2","Gcinile Moyane","Swaziland","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.18"
"1","2","Allyson Felix","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.19"
"2","5","Abi Oyepitan","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.20"
"3","7","Maryna Maydanova","Ukraine","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.21"
"4","3","Muriel Hurtis","France","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.22"
"5","4","Karin Mayr-Krifka","Austria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.23"
"6","6","Mary Onyali-Omagbemi","Nigeria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.24"
"7","8","Gladys Thompson","Liberia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.25"
"1","4","Muna Lee","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.26"
"2","2","Tatyana Levina","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.27"
"3","5","La Verne Jones","Virgin Islands","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.28"
"4","3","Marilia Gregoriou","Cyprus","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.29"
"5","6","Emma Wade","Belize","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.30"
"6","7","Michelle Banga Moudzoula","Congo","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.31"
"1","2","Aleen Bailey","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.32"
"2","7","Kim Gevaert","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.33"
"3","6","Olga Kaidantzi","Greece","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.34"
"4","3","Fabienne Feraez","Benin","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.35"
"5","4","Johanna Manninen","Finland","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.36"
"6","5","Kadiatou Camara","Mali","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.37"
"1","2","Debbie Ferguson","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.38"
"2","7","Christine Arron","France","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.39"
"3","6","Merlene Ottey","Slovenia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.40"
"4","4","Lauren Hewitt","Australia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.41"
"5","3","Digna Murillo","Colombia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.42"
"6","5","Anna Pacholak","Poland","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.43"
"1","6","Veronica Campbell","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.44"
"2","4","Debbie Ferguson","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.45"
"3","3","Kim Gevaert","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.46"
"4","8","La Shauntea Moore","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.47"
"5","5","Sylviane Félix","France","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.48"
"6","1","La Verne Jones","Virgin Islands","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.49"
"7","7","Karin Mayr-Krifka","Austria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.50"
"8","2","Lucimar de Moura","Brazil","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.51"
"1","4","Muna Lee","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.52"
"2","3","Aleen Bailey","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.53"
"3","8","Olga Kaidantzi","Greece","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.54"
"4","1","Digna Murillo","Colombia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.55"
"5","5","Tatyana Levina","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.56"
"6","7","Muriel Hurtis","France","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.57"
