"1","2","3","4","Game"
"10","20","Janine Whitlock","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.10"
"11","22","Þórey Edda Elísdóttir","Iceland","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.11"
NA,NA,"Svetlana Feofanova","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.12"
NA,NA,"Zsuzsanna Szabó","Hungary","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.13"
NA,NA,"Yelena Isinbayeva","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.14"
NA,NA,"Tanya Koleva","Bulgaria","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.15"
"1","1","Vala Flosadóttir","Iceland","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.16"
"1","1","Kellie Suttle","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.17"
"3","7","Gao Shuying","China","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.18"
"3","7","Elmarie Gerryts","South Africa","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.19"
"3","7","Yvonne Buschbaum","Germany","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.20"
"6","13","Doris Auer","Austria","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.21"
"7","14","Melissa Mueller","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.22"
"8","15","Emma George","Australia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.23"
"8","15","Mar Sánchez","Spain","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.24"
"10","18","Marie Poissonnier","France","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.25"
"11","21","Déborah Gyurcsek","Uruguay","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.26"
"12","22","Pavla Hamáčková","Czech Republic","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.27"
NA,NA,"Yelena Belyakova","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.28"
NA,NA,"Thalia Iakovidou","Greece","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.29"
NA,NA,"Katalin Donath","Hungary","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.30"
"1","Nicole Rieger-Humbert","Germany","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.31"
"1","Tatiana Grigorieva","Australia","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.32"
"1","Kellie Suttle","United States","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.33"
"1","Daniela Bártová","Czech Republic","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.34"
"1","Anzhela Balakhonova","Ukraine","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.35"
"1","Vala Flosadóttir","Iceland","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.36"
"7","Elmarie Gerryts","South Africa","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.37"
"7","Yvonne Buschbaum","Germany","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.38"
"7","Marie Rasmussen","Denmark","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.39"
"7","Gao Shuying","China","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.40"
"11","Stacy Dragila","United States","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.41"
"12","Monika Pyrek","Poland","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.42"
"13","Doris Auer","Austria","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.43"
"14","Melissa Mueller","United States","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.44"
"15","Emma George","Australia","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.45"
"15","Mar Sánchez","Spain","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.46"
"17","Caroline Ammel","France","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.47"
"18","Marie Poissonnier","France","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.48"
"18","Alejandra García","Argentina","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.49"
"20","Janine Whitlock","Great Britain","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.50"
"21","Déborah Gyurcsek","Uruguay","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.51"
"22","Pavla Hamáčková","Czech Republic","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.52"
"22","Þórey Edda Elísdóttir","Iceland","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.53"
NA,"Zsuzsanna Szabó","Hungary","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.54"
NA,"Yelena Isinbayeva","Russia","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.55"
NA,"Yelena Belyakova","Russia","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.56"
NA,"Svetlana Feofanova","Russia","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.57"
NA,"Katalin Donath","Hungary","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.58"
NA,"Thalia Iakovidou","Greece","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.59"
NA,"Tanya Koleva","Bulgaria","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.60"
"Rank","Athlete","4.00","Attempts","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.61"
"01 !"," Stacy Dragila (USA)","-","-","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.62"
"02 !"," Tatiana Grigorieva (AUS)","-","XO","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.63"
"03 !"," Vala Flosadóttir (ISL)","O","O","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.64"
"4"," Daniela Bártová (CZE)","O","-","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.65"
"5"," Nicole Humbert (GER)","-","XXO","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.66"
"6"," Yvonne Buschbaum (GER)","-","-","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.67"
"7"," Monika Pyrek (POL)","XO","XXO","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.68"
"8"," Marie Rasmussen (DEN)","O","O","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.69"
"9"," Doris Auer (AUT)","-","-","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.70"
"10"," Gao Shuying (CHN)","O","O","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.71"
"11"," Kellie Suttle (USA)","O","XXX","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.72"
"—"," Anzhela Balakhonova (UKR)","-","-","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.73"
"—"," Elmarie Gerryts (RSA)","XX-","","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.74"
"1","2","John Godina","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.1"
"2","4","Adam Nelson","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.2"
"3","5","Timo Aaltonen","Finland","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.3"
"4","7","Andrei Mikhnevich","Belarus","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.4"
"5","8","Oliver-Sven Buder","Germany","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.5"
"6","9","Manuel Martinez","Spain","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.6"
"7","13","Bradley Snyder","Canada","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.7"
"8","14","Burger Lambrechts","South Africa","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.8"
"9","16","Dragan Peric","Yugoslavia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.9"
"10","20","Roman Virastyuk","Ukraine","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.10"
"11","21","Chima Ugwu","Nigeria","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.11"
"12","22","Karel Potgieter","South Africa","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.12"
"13","23","Mikulas Konopka","Slovakia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.13"
"14","24","Stevimir Ercegovac","Croatia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.14"
"15","28","Saulius Kleiza","Lithuania","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.15"
"16","30","Gheorghe Guset","Romania","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.16"
"17","32","Shakti Singh","India","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.17"
"18","33","Alexis Paumier","Cuba","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.18"
"19","35","Vaios Tigkas","Greece","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.19"
"1","1","Arsi Harju","Finland","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.20"
"2","3","Yuriy Bilonog","Ukraine","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.21"
"3","6","Milan Haborak","Slovakia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.22"
"4","10","Miroslav Menc","Czech Republic","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.23"
"5","11","Andrew Bloom","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.24"
"6","12","Janus Robberts","South Africa","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.25"
"7","15","Ville Tiisanoja","Finland","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.26"
"8","17","Joachim Olsen","Denmark","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.27"
"9","18","Pavel Chumachenko","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.28"
"10","19","Paolo Dal Soglio","Italy","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.29"
"11","25","Szilard Kiss","Hungary","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.30"
"12","26","Michael Mertens","Germany","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.31"
"13","27","Bahadur Singh","India","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.32"
"14","29","Justin Anlezark","Australia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.33"
"15","31","Mark Proctor","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.34"
"16","34","Bilal Saad Mubarak","Qatar","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.35"
"17","36","Ivan Emilianov","Moldova","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.36"
"18","37","Sergey Rubtsov","Kazakhstan","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.37"
"1"," Arsi Harju (FIN)","B","21.39 m","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.38"
"2"," John Godina (USA)","A","20.58 m","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.39"
"3"," Yuriy Bilonog (UKR)","B","20.53 m","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.40"
"4"," Adam Nelson (USA)","A","20.12 m","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.41"
"5"," Timo Aaltonen (FIN)","A","20.04 m","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.42"
"6"," Milan Haborak (SVK)","B","20.00 m","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.43"
"7"," Andrei Mikhnevich (BLR)","A","19.97 m","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.44"
"8"," Oliver-Sven Buder (GER)","A","19.96 m","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.45"
"9"," Manuel Martinez (ESP)","A","19.94 m","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.46"
"10"," Miroslav Menc (CZE)","B","19.92 m","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_shot_put.47"
