"Rank","Athlete","City","year","Discipline"
"S","Shericka WILLIAMS
                
                    
                    JAM","beijing","2008","400m-women"
"B","Sanya RICHARDS-ROSS
                
                    
                    USA","beijing","2008","400m-women"
"","Yulia GUSHCHINA
                
                    
                    RUS","beijing","2008","400m-women"
"","Anastasia KAPACHINSKAYA
                
                    
                    RUS","beijing","2008","400m-women"
"","Tatiana FIROVA
                
                    
                    RUS","beijing","2008","400m-women"
"","Rosemarie WHYTE
                
                    
                    JAM","beijing","2008","400m-women"
"","Amantle MONTSHO
                
                    
                    BOT","beijing","2008","400m-women"
"","Sanya RICHARDS-ROSS
                
                    
                    USA","beijing","2008","400m-women"
"","Christine OHURUOGU
                
                    
                    GBR","beijing","2008","400m-women"
"","Shericka WILLIAMS
                
                    
                    JAM","beijing","2008","400m-women"
"","Anastasia KAPACHINSKAYA
                
                    
                    RUS","beijing","2008","400m-women"
"","Tatiana FIROVA
                
                    
                    RUS","beijing","2008","400m-women"
"","Yulia GUSHCHINA
                
                    
                    RUS","beijing","2008","400m-women"
"","Amantle MONTSHO
                
                    
                    BOT","beijing","2008","400m-women"
"","Rosemarie WHYTE
                
                    
                    JAM","beijing","2008","400m-women"
"","Nicola SANDERS
                
                    
                    GBR","beijing","2008","400m-women"
"","Libania GRENOT MARTINEZ
                
                    
                    ITA","beijing","2008","400m-women"
"","Aliann POMPEY
                
                    
                    GUY","beijing","2008","400m-women"
"","Novlene WILLIAMS-MILLS
                
                    
                    JAM","beijing","2008","400m-women"
"","Mary WINEBERG
                
                    
                    USA","beijing","2008","400m-women"
"","Folashade ABUGAN
                
                    
                    NGR","beijing","2008","400m-women"
"","Christine ARMETHIL
                
                    
                    BAH","beijing","2008","400m-women"
"","Indira TERRERO
                
                    
                    CUB","beijing","2008","400m-women"
"","DeeDee TROTTER
                
                    
                    USA","beijing","2008","400m-women"
"","Joy Amechi EZE
                
                    
                    NGR","beijing","2008","400m-women"
"","Lee MCCONNELL
                
                    
                    GBR","beijing","2008","400m-women"
"","Carline MUIR
                
                    
                    CAN","beijing","2008","400m-women"
"","Muizat Ajoke ODUMOSU
                
                    
                    NGR","beijing","2008","400m-women"
"","Rachael NACHULA
                
                    
                    ZAM","beijing","2008","400m-women"
"","Gabriela MEDINA
                
                    
                    MEX","beijing","2008","400m-women"
"","Nawal EL JACK
                
                    
                    SUD","beijing","2008","400m-women"
"","Aliann POMPEY
                
                    
                    GUY","beijing","2008","400m-women"
"","Novlene WILLIAMS-MILLS
                
                    
                    JAM","beijing","2008","400m-women"
"","Mary WINEBERG
                
                    
                    USA","beijing","2008","400m-women"
"","Folashade ABUGAN
                
                    
                    NGR","beijing","2008","400m-women"
"","Christine ARMETHIL
                
                    
                    BAH","beijing","2008","400m-women"
"","Indira TERRERO
                
                    
                    CUB","beijing","2008","400m-women"
"","DeeDee TROTTER
                
                    
                    USA","beijing","2008","400m-women"
"","Joy Amechi EZE
                
                    
                    NGR","beijing","2008","400m-women"
"","Lee MCCONNELL
                
                    
                    GBR","beijing","2008","400m-women"
"","Carline MUIR
                
                    
                    CAN","beijing","2008","400m-women"
"","Muizat Ajoke ODUMOSU
                
                    
                    NGR","beijing","2008","400m-women"
"","Rachael NACHULA
                
                    
                    ZAM","beijing","2008","400m-women"
"","Gabriela MEDINA
                
                    
                    MEX","beijing","2008","400m-women"
"","Nawal EL JACK
                
                    
                    SUD","beijing","2008","400m-women"
"","Christine OHURUOGU
                
                    
                    GBR","beijing","2008","400m-women"
"","Shericka WILLIAMS
                
                    
                    JAM","beijing","2008","400m-women"
"","Tatiana FIROVA
                
                    
                    RUS","beijing","2008","400m-women"
"","Aliann POMPEY
                
                    
                    GUY","beijing","2008","400m-women"
"","Mary WINEBERG
                
                    
                    USA","beijing","2008","400m-women"
"","Indira TERRERO
                
                    
                    CUB","beijing","2008","400m-women"
"","Muizat Ajoke ODUMOSU
                
                    
                    NGR","beijing","2008","400m-women"
"","Gabriela MEDINA
                
                    
                    MEX","beijing","2008","400m-women"
"","Sanya RICHARDS-ROSS
                
                    
                    USA","beijing","2008","400m-women"
"","Anastasia KAPACHINSKAYA
                
                    
                    RUS","beijing","2008","400m-women"
"","Novlene WILLIAMS-MILLS
                
                    
                    JAM","beijing","2008","400m-women"
"","Christine ARMETHIL
                
                    
                    BAH","beijing","2008","400m-women"
"","Joy Amechi EZE
                
                    
                    NGR","beijing","2008","400m-women"
"","Lee MCCONNELL
                
                    
                    GBR","beijing","2008","400m-women"
"","Carline MUIR
                
                    
                    CAN","beijing","2008","400m-women"
"","Rachael NACHULA
                
                    
                    ZAM","beijing","2008","400m-women"
"","Yulia GUSHCHINA
                
                    
                    RUS","beijing","2008","400m-women"
"","Amantle MONTSHO
                
                    
                    BOT","beijing","2008","400m-women"
"","Rosemarie WHYTE
                
                    
                    JAM","beijing","2008","400m-women"
"","Nicola SANDERS
                
                    
                    GBR","beijing","2008","400m-women"
"","Libania GRENOT MARTINEZ
                
                    
                    ITA","beijing","2008","400m-women"
"","Folashade ABUGAN
                
                    
                    NGR","beijing","2008","400m-women"
"","DeeDee TROTTER
                
                    
                    USA","beijing","2008","400m-women"
"","Nawal EL JACK
                
                    
                    SUD","beijing","2008","400m-women"
"","Sanya RICHARDS-ROSS
                
                    
                    USA","beijing","2008","400m-women"
"","Shericka WILLIAMS
                
                    
                    JAM","beijing","2008","400m-women"
"","Tatiana FIROVA
                
                    
                    RUS","beijing","2008","400m-women"
"","Libania GRENOT MARTINEZ
                
                    
                    ITA","beijing","2008","400m-women"
"","Amantle MONTSHO
                
                    
                    BOT","beijing","2008","400m-women"
"","Aliann POMPEY
                
                    
                    GUY","beijing","2008","400m-women"
"","Christine OHURUOGU
                
                    
                    GBR","beijing","2008","400m-women"
"","Rosemarie WHYTE
                
                    
                    JAM","beijing","2008","400m-women"
"","Yulia GUSHCHINA
                
                    
                    RUS","beijing","2008","400m-women"
"","Christine ARMETHIL
                
                    
                    BAH","beijing","2008","400m-women"
"","Anastasia KAPACHINSKAYA
                
                    
                    RUS","beijing","2008","400m-women"
"","Muizat Ajoke ODUMOSU
                
                    
                    NGR","beijing","2008","400m-women"
"","DeeDee TROTTER
                
                    
                    USA","beijing","2008","400m-women"
"","Folashade ABUGAN
                
                    
                    NGR","beijing","2008","400m-women"
"","Mary WINEBERG
                
                    
                    USA","beijing","2008","400m-women"
"","Novlene WILLIAMS-MILLS
                
                    
                    JAM","beijing","2008","400m-women"
"","Carline MUIR
                
                    
                    CAN","beijing","2008","400m-women"
"","Indira TERRERO
                
                    
                    CUB","beijing","2008","400m-women"
"","Rachael NACHULA
                
                    
                    ZAM","beijing","2008","400m-women"
"","Nicola SANDERS
                
                    
                    GBR","beijing","2008","400m-women"
"","Lee MCCONNELL
                
                    
                    GBR","beijing","2008","400m-women"
"","Gabriela MEDINA
                
                    
                    MEX","beijing","2008","400m-women"
"","Joy Amechi EZE
                
                    
                    NGR","beijing","2008","400m-women"
"","Makelesi BULIKIOBO BATIMALA
                
                    
                    FIJ","beijing","2008","400m-women"
"","Tamsyn MANOU
                
                    
                    AUS","beijing","2008","400m-women"
"","Alissa KALLINIKOU
                
                    
                    CYP","beijing","2008","400m-women"
"","Tiandra PONTEEN
                
                    
                    SKN","beijing","2008","400m-women"
"","Asami TANNO
                
                    
                    JPN","beijing","2008","400m-women"
"","Dimitra DOVA
                
                    
                    GRE","beijing","2008","400m-women"
"","Nawal EL JACK
                
                    
                    SUD","beijing","2008","400m-women"
"","Monika BEJNAR
                
                    
                    POL","beijing","2008","400m-women"
"","Kineke ALEXANDER
                
                    
                    VIN","beijing","2008","400m-women"
"","Trish BARTHOLOMEW
                
                    
                    GRN","beijing","2008","400m-women"
"","Mandeep KAUR
                
                    
                    IND","beijing","2008","400m-women"
"","Barbara PETRAHN
                
                    
                    HUN","beijing","2008","400m-women"
"","Carol RODRIGUEZ
                
                    
                    PUR","beijing","2008","400m-women"
"","Antonina YEFREMOVA
                
                    
                    UKR","beijing","2008","400m-women"
"","Maria Laura ALMIRAO
                
                    
                    BRA","beijing","2008","400m-women"
"","Joanne CUDDIHY
                
                    
                    IRL","beijing","2008","400m-women"
"","Olga TERESHKOVA
                
                    
                    KAZ","beijing","2008","400m-women"
"","Ginou ETIENNE
                
                    
                    HAI","beijing","2008","400m-women"
"","Kia DAVIS
                
                    
                    LBR","beijing","2008","400m-women"
"","Tsholofelo SELEMELA THIPE
                
                    
                    RSA","beijing","2008","400m-women"
"","Justine BAYIGGA
                
                    
                    UGA","beijing","2008","400m-women"
"","Sandrine THIEBAUD-KANGNI
                
                    
                    TOG","beijing","2008","400m-women"
"","Klodiana SHALA
                
                    
                    ALB","beijing","2008","400m-women"
"","Munguntuya BATGEREL
                
                    
                    MGL","beijing","2008","400m-women"
"","Temalangeni DLAMINI
                
                    
                    SWZ","beijing","2008","400m-women"
"","Rachidatou SEINI MAIKIDO
                
                    
                    NIG","beijing","2008","400m-women"
"","Ghada ALI
                
                    
                    LBA","beijing","2008","400m-women"
"","Anastasia KAPACHINSKAYA
                
                    
                    RUS","beijing","2008","400m-women"
"","Muizat Ajoke ODUMOSU
                
                    
                    NGR","beijing","2008","400m-women"
"","DeeDee TROTTER
                
                    
                    USA","beijing","2008","400m-women"
"","Folashade ABUGAN
                
                    
                    NGR","beijing","2008","400m-women"
"","Mary WINEBERG
                
                    
                    USA","beijing","2008","400m-women"
"","Novlene WILLIAMS-MILLS
                
                    
                    JAM","beijing","2008","400m-women"
"","Carline MUIR
                
                    
                    CAN","beijing","2008","400m-women"
"","Indira TERRERO
                
                    
                    CUB","beijing","2008","400m-women"
"","Rachael NACHULA
                
                    
                    ZAM","beijing","2008","400m-women"
"","Nicola SANDERS
                
                    
                    GBR","beijing","2008","400m-women"
"","Lee MCCONNELL
                
                    
                    GBR","beijing","2008","400m-women"
"","Gabriela MEDINA
                
                    
                    MEX","beijing","2008","400m-women"
"","Joy Amechi EZE
                
                    
                    NGR","beijing","2008","400m-women"
"","Makelesi BULIKIOBO BATIMALA
                
                    
                    FIJ","beijing","2008","400m-women"
"","Tamsyn MANOU
                
                    
                    AUS","beijing","2008","400m-women"
"","Alissa KALLINIKOU
                
                    
                    CYP","beijing","2008","400m-women"
"","Tiandra PONTEEN
                
                    
                    SKN","beijing","2008","400m-women"
"","Asami TANNO
                
                    
                    JPN","beijing","2008","400m-women"
"","Dimitra DOVA
                
                    
                    GRE","beijing","2008","400m-women"
"","Nawal EL JACK
                
                    
                    SUD","beijing","2008","400m-women"
"","Monika BEJNAR
                
                    
                    POL","beijing","2008","400m-women"
"","Kineke ALEXANDER
                
                    
                    VIN","beijing","2008","400m-women"
"","Trish BARTHOLOMEW
                
                    
                    GRN","beijing","2008","400m-women"
"","Mandeep KAUR
                
                    
                    IND","beijing","2008","400m-women"
"","Barbara PETRAHN
                
                    
                    HUN","beijing","2008","400m-women"
"","Carol RODRIGUEZ
                
                    
                    PUR","beijing","2008","400m-women"
"","Antonina YEFREMOVA
                
                    
                    UKR","beijing","2008","400m-women"
"","Maria Laura ALMIRAO
                
                    
                    BRA","beijing","2008","400m-women"
"","Joanne CUDDIHY
                
                    
                    IRL","beijing","2008","400m-women"
"","Olga TERESHKOVA
                
                    
                    KAZ","beijing","2008","400m-women"
"","Ginou ETIENNE
                
                    
                    HAI","beijing","2008","400m-women"
"","Kia DAVIS
                
                    
                    LBR","beijing","2008","400m-women"
"","Tsholofelo SELEMELA THIPE
                
                    
                    RSA","beijing","2008","400m-women"
"","Justine BAYIGGA
                
                    
                    UGA","beijing","2008","400m-women"
"","Sandrine THIEBAUD-KANGNI
                
                    
                    TOG","beijing","2008","400m-women"
"","Klodiana SHALA
                
                    
                    ALB","beijing","2008","400m-women"
"","Munguntuya BATGEREL
                
                    
                    MGL","beijing","2008","400m-women"
"","Temalangeni DLAMINI
                
                    
                    SWZ","beijing","2008","400m-women"
"","Rachidatou SEINI MAIKIDO
                
                    
                    NIG","beijing","2008","400m-women"
"","Ghada ALI
                
                    
                    LBA","beijing","2008","400m-women"
"","Rosemarie WHYTE
                
                    
                    JAM","beijing","2008","400m-women"
"","Christine ARMETHIL
                
                    
                    BAH","beijing","2008","400m-women"
"","Muizat Ajoke ODUMOSU
                
                    
                    NGR","beijing","2008","400m-women"
"","DeeDee TROTTER
                
                    
                    USA","beijing","2008","400m-women"
"","Tiandra PONTEEN
                
                    
                    SKN","beijing","2008","400m-women"
"","Antonina YEFREMOVA
                
                    
                    UKR","beijing","2008","400m-women"
"","Libania GRENOT MARTINEZ
                
                    
                    ITA","beijing","2008","400m-women"
"","Amantle MONTSHO
                
                    
                    BOT","beijing","2008","400m-women"
"","Carline MUIR
                
                    
                    CAN","beijing","2008","400m-women"
"","Indira TERRERO
                
                    
                    CUB","beijing","2008","400m-women"
"","Makelesi BULIKIOBO BATIMALA
                
                    
                    FIJ","beijing","2008","400m-women"
"","Mandeep KAUR
                
                    
                    IND","beijing","2008","400m-women"
"","Justine BAYIGGA
                
                    
                    UGA","beijing","2008","400m-women"
"","Anastasia KAPACHINSKAYA
                
                    
                    RUS","beijing","2008","400m-women"
"","Mary WINEBERG
                
                    
                    USA","beijing","2008","400m-women"
"","Lee MCCONNELL
                
                    
                    GBR","beijing","2008","400m-women"
"","Barbara PETRAHN
                
                    
                    HUN","beijing","2008","400m-women"
"","Carol RODRIGUEZ
                
                    
                    PUR","beijing","2008","400m-women"
"","Ginou ETIENNE
                
                    
                    HAI","beijing","2008","400m-women"
"","Rachidatou SEINI MAIKIDO
                
                    
                    NIG","beijing","2008","400m-women"
"","Christine OHURUOGU
                
                    
                    GBR","beijing","2008","400m-women"
"","Yulia GUSHCHINA
                
                    
                    RUS","beijing","2008","400m-women"
"","Gabriela MEDINA
                
                    
                    MEX","beijing","2008","400m-women"
"","Tamsyn MANOU
                
                    
                    AUS","beijing","2008","400m-women"
"","Maria Laura ALMIRAO
                
                    
                    BRA","beijing","2008","400m-women"
"","Joanne CUDDIHY
                
                    
                    IRL","beijing","2008","400m-women"
"","Ghada ALI
                
                    
                    LBA","beijing","2008","400m-women"
"","Sanya RICHARDS-ROSS
                
                    
                    USA","beijing","2008","400m-women"
"","Aliann POMPEY
                
                    
                    GUY","beijing","2008","400m-women"
"","Folashade ABUGAN
                
                    
                    NGR","beijing","2008","400m-women"
"","Asami TANNO
                
                    
                    JPN","beijing","2008","400m-women"
"","Dimitra DOVA
                
                    
                    GRE","beijing","2008","400m-women"
"","Olga TERESHKOVA
                
                    
                    KAZ","beijing","2008","400m-women"
"","Kia DAVIS
                
                    
                    LBR","beijing","2008","400m-women"
"","Novlene WILLIAMS-MILLS
                
                    
                    JAM","beijing","2008","400m-women"
"","Nicola SANDERS
                
                    
                    GBR","beijing","2008","400m-women"
"","Nawal EL JACK
                
                    
                    SUD","beijing","2008","400m-women"
"","Kineke ALEXANDER
                
                    
                    VIN","beijing","2008","400m-women"
"","Trish BARTHOLOMEW
                
                    
                    GRN","beijing","2008","400m-women"
"","Tsholofelo SELEMELA THIPE
                
                    
                    RSA","beijing","2008","400m-women"
"","Klodiana SHALA
                
                    
                    ALB","beijing","2008","400m-women"
"","Munguntuya BATGEREL
                
                    
                    MGL","beijing","2008","400m-women"
"","Shericka WILLIAMS
                
                    
                    JAM","beijing","2008","400m-women"
"","Tatiana FIROVA
                
                    
                    RUS","beijing","2008","400m-women"
"","Rachael NACHULA
                
                    
                    ZAM","beijing","2008","400m-women"
"","Joy Amechi EZE
                
                    
                    NGR","beijing","2008","400m-women"
"","Alissa KALLINIKOU
                
                    
                    CYP","beijing","2008","400m-women"
"","Monika BEJNAR
                
                    
                    POL","beijing","2008","400m-women"
"","Sandrine THIEBAUD-KANGNI
                
                    
                    TOG","beijing","2008","400m-women"
"","Temalangeni DLAMINI
                
                    
                    SWZ","beijing","2008","400m-women"
"G","Russian Federation","beijing","2008","4x100m-relay-women"
"S","Belgium","beijing","2008","4x100m-relay-women"
"B","Nigeria","beijing","2008","4x100m-relay-women"
"","Brazil","beijing","2008","4x100m-relay-women"
"","Germany","beijing","2008","4x100m-relay-women"
"","Great Britain","beijing","2008","4x100m-relay-women"
"","Jamaica","beijing","2008","4x100m-relay-women"
"","Poland","beijing","2008","4x100m-relay-women"
"G","Melaine WALKER
                
                    
                    JAM","beijing","2008","400m-hurdles-women"
"S","Sheena TOSTA
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"B","Natasha DANVERS
                
                    
                    GBR","beijing","2008","400m-hurdles-women"
"","Anastasiya RABCHENYUK
                
                    
                    UKR","beijing","2008","400m-hurdles-women"
"","Anna OLICHWIERCZUK
                
                    
                    POL","beijing","2008","400m-hurdles-women"
"","Yekaterina BIKERT
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Zuzana HEJNOVA
                
                    
                    CZE","beijing","2008","400m-hurdles-women"
"","Tiffany ROSS-WILLIAMS
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Sheena TOSTA
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Melaine WALKER
                
                    
                    JAM","beijing","2008","400m-hurdles-women"
"","Natasha DANVERS
                
                    
                    GBR","beijing","2008","400m-hurdles-women"
"","Anna OLICHWIERCZUK
                
                    
                    POL","beijing","2008","400m-hurdles-women"
"","Yekaterina BIKERT
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Anastasiya RABCHENYUK
                
                    
                    UKR","beijing","2008","400m-hurdles-women"
"","Nickiesha WILSON
                
                    
                    JAM","beijing","2008","400m-hurdles-women"
"","Anastasia OTT
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Tiffany ROSS-WILLIAMS
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Zuzana HEJNOVA
                
                    
                    CZE","beijing","2008","400m-hurdles-women"
"","Aissata SOULAMA
                
                    
                    BUR","beijing","2008","400m-hurdles-women"
"","Irina OBEDINA
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Queen Quedith HARRISON
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Cvetelina KIRILOVA
                
                    
                    BUL","beijing","2008","400m-hurdles-women"
"","Satomi KUBOKURA
                
                    
                    JPN","beijing","2008","400m-hurdles-women"
"","Angela MOROSANU
                
                    
                    ROU","beijing","2008","400m-hurdles-women"
"","Aissata SOULAMA
                
                    
                    BUR","beijing","2008","400m-hurdles-women"
"","Irina OBEDINA
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Queen Quedith HARRISON
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Cvetelina KIRILOVA
                
                    
                    BUL","beijing","2008","400m-hurdles-women"
"","Satomi KUBOKURA
                
                    
                    JPN","beijing","2008","400m-hurdles-women"
"","Angela MOROSANU
                
                    
                    ROU","beijing","2008","400m-hurdles-women"
"","Sheena TOSTA
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Natasha DANVERS
                
                    
                    GBR","beijing","2008","400m-hurdles-women"
"","Anna OLICHWIERCZUK
                
                    
                    POL","beijing","2008","400m-hurdles-women"
"","Yekaterina BIKERT
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Nickiesha WILSON
                
                    
                    JAM","beijing","2008","400m-hurdles-women"
"","Anastasia OTT
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Satomi KUBOKURA
                
                    
                    JPN","beijing","2008","400m-hurdles-women"
"","Angela MOROSANU
                
                    
                    ROU","beijing","2008","400m-hurdles-women"
"","Melaine WALKER
                
                    
                    JAM","beijing","2008","400m-hurdles-women"
"","Anastasiya RABCHENYUK
                
                    
                    UKR","beijing","2008","400m-hurdles-women"
"","Tiffany ROSS-WILLIAMS
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Zuzana HEJNOVA
                
                    
                    CZE","beijing","2008","400m-hurdles-women"
"","Aissata SOULAMA
                
                    
                    BUR","beijing","2008","400m-hurdles-women"
"","Irina OBEDINA
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Queen Quedith HARRISON
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Cvetelina KIRILOVA
                
                    
                    BUL","beijing","2008","400m-hurdles-women"
"","Melaine WALKER
                
                    
                    JAM","beijing","2008","400m-hurdles-women"
"","Yekaterina BIKERT
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Anastasiya RABCHENYUK
                
                    
                    UKR","beijing","2008","400m-hurdles-women"
"","Natasha DANVERS
                
                    
                    GBR","beijing","2008","400m-hurdles-women"
"","Cvetelina KIRILOVA
                
                    
                    BUL","beijing","2008","400m-hurdles-women"
"","Anastasia OTT
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Anna OLICHWIERCZUK
                
                    
                    POL","beijing","2008","400m-hurdles-women"
"","Tiffany ROSS-WILLIAMS
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Irina OBEDINA
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Nickiesha WILSON
                
                    
                    JAM","beijing","2008","400m-hurdles-women"
"","Satomi KUBOKURA
                
                    
                    JPN","beijing","2008","400m-hurdles-women"
"","Zuzana HEJNOVA
                
                    
                    CZE","beijing","2008","400m-hurdles-women"
"","Queen Quedith HARRISON
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Angela MOROSANU
                
                    
                    ROU","beijing","2008","400m-hurdles-women"
"","Sheena TOSTA
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Aissata SOULAMA
                
                    
                    BUR","beijing","2008","400m-hurdles-women"
"","Shevon STODDART
                
                    
                    JAM","beijing","2008","400m-hurdles-women"
"","Nikolina HORVAT
                
                    
                    CRO","beijing","2008","400m-hurdles-women"
"","Tatyana AZAROVA
                
                    
                    KAZ","beijing","2008","400m-hurdles-women"
"","Muna GABIR
                
                    
                    SUD","beijing","2008","400m-hurdles-women"
"","Ieva ZUNDA
                
                    
                    LAT","beijing","2008","400m-hurdles-women"
"","Lucimar TEODORO
                
                    
                    BRA","beijing","2008","400m-hurdles-women"
"","Josanne LUCAS
                
                    
                    TTO","beijing","2008","400m-hurdles-women"
"","Carole KABOUD MEBAM
                
                    
                    CMR","beijing","2008","400m-hurdles-women"
"","Michelle CAREY
                
                    
                    IRL","beijing","2008","400m-hurdles-women"
"","Laia FORCADELL
                
                    
                    ESP","beijing","2008","400m-hurdles-women"
"","Galina PEDAN
                
                    
                    KGZ","beijing","2008","400m-hurdles-women"
"","Satomi KUBOKURA
                
                    
                    JPN","beijing","2008","400m-hurdles-women"
"","Zuzana HEJNOVA
                
                    
                    CZE","beijing","2008","400m-hurdles-women"
"","Queen Quedith HARRISON
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Angela MOROSANU
                
                    
                    ROU","beijing","2008","400m-hurdles-women"
"","Sheena TOSTA
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Aissata SOULAMA
                
                    
                    BUR","beijing","2008","400m-hurdles-women"
"","Shevon STODDART
                
                    
                    JAM","beijing","2008","400m-hurdles-women"
"","Nikolina HORVAT
                
                    
                    CRO","beijing","2008","400m-hurdles-women"
"","Tatyana AZAROVA
                
                    
                    KAZ","beijing","2008","400m-hurdles-women"
"","Muna GABIR
                
                    
                    SUD","beijing","2008","400m-hurdles-women"
"","Ieva ZUNDA
                
                    
                    LAT","beijing","2008","400m-hurdles-women"
"","Lucimar TEODORO
                
                    
                    BRA","beijing","2008","400m-hurdles-women"
"","Josanne LUCAS
                
                    
                    TTO","beijing","2008","400m-hurdles-women"
"","Carole KABOUD MEBAM
                
                    
                    CMR","beijing","2008","400m-hurdles-women"
"","Michelle CAREY
                
                    
                    IRL","beijing","2008","400m-hurdles-women"
"","Laia FORCADELL
                
                    
                    ESP","beijing","2008","400m-hurdles-women"
"","Galina PEDAN
                
                    
                    KGZ","beijing","2008","400m-hurdles-women"
"","Tiffany ROSS-WILLIAMS
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Irina OBEDINA
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Satomi KUBOKURA
                
                    
                    JPN","beijing","2008","400m-hurdles-women"
"","Shevon STODDART
                
                    
                    JAM","beijing","2008","400m-hurdles-women"
"","Ieva ZUNDA
                
                    
                    LAT","beijing","2008","400m-hurdles-women"
"","Lucimar TEODORO
                
                    
                    BRA","beijing","2008","400m-hurdles-women"
"","Natasha DANVERS
                
                    
                    GBR","beijing","2008","400m-hurdles-women"
"","Anastasia OTT
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Nickiesha WILSON
                
                    
                    JAM","beijing","2008","400m-hurdles-women"
"","Angela MOROSANU
                
                    
                    ROU","beijing","2008","400m-hurdles-women"
"","Sheena TOSTA
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Nikolina HORVAT
                
                    
                    CRO","beijing","2008","400m-hurdles-women"
"","Michelle CAREY
                
                    
                    IRL","beijing","2008","400m-hurdles-women"
"","Melaine WALKER
                
                    
                    JAM","beijing","2008","400m-hurdles-women"
"","Anastasiya RABCHENYUK
                
                    
                    UKR","beijing","2008","400m-hurdles-women"
"","Cvetelina KIRILOVA
                
                    
                    BUL","beijing","2008","400m-hurdles-women"
"","Queen Quedith HARRISON
                
                    
                    USA","beijing","2008","400m-hurdles-women"
"","Aissata SOULAMA
                
                    
                    BUR","beijing","2008","400m-hurdles-women"
"","Carole KABOUD MEBAM
                
                    
                    CMR","beijing","2008","400m-hurdles-women"
"","Galina PEDAN
                
                    
                    KGZ","beijing","2008","400m-hurdles-women"
"","Yekaterina BIKERT
                
                    
                    RUS","beijing","2008","400m-hurdles-women"
"","Anna OLICHWIERCZUK
                
                    
                    POL","beijing","2008","400m-hurdles-women"
"","Zuzana HEJNOVA
                
                    
                    CZE","beijing","2008","400m-hurdles-women"
"","Tatyana AZAROVA
                
                    
                    KAZ","beijing","2008","400m-hurdles-women"
"","Muna GABIR
                
                    
                    SUD","beijing","2008","400m-hurdles-women"
"","Josanne LUCAS
                
                    
                    TTO","beijing","2008","400m-hurdles-women"
"","Laia FORCADELL
                
                    
                    ESP","beijing","2008","400m-hurdles-women"
"G","Constantina TOMESCU
                
                    
                    ROU","beijing","2008","marathon-women"
"S","Catherine NDEREBA
                
                    
                    KEN","beijing","2008","marathon-women"
"B","Chunxiu ZHOU
                
                    
                    CHN","beijing","2008","marathon-women"
"","Xiaolin ZHU
                
                    
                    CHN","beijing","2008","marathon-women"
"","Martha KOMU
                
                    
                    KEN","beijing","2008","marathon-women"
"","Mara YAMAUCHI
                
                    
                    GBR","beijing","2008","marathon-women"
"","Irina TIMOFEEVA
                
                    
                    RUS","beijing","2008","marathon-women"
"","Lidia SIMON
                
                    
                    ROU","beijing","2008","marathon-women"
"","Souad AIT SALEM
                
                    
                    ALG","beijing","2008","marathon-women"
"","Salina KOSGEI
                
                    
                    KEN","beijing","2008","marathon-women"
"","Zivile BALCIUNAITE
                
                    
                    LTU","beijing","2008","marathon-women"
"","Kum-Ok KIM
                
                    
                    PRK","beijing","2008","marathon-women"
"","Yurika NAKAMURA
                
                    
                    JPN","beijing","2008","marathon-women"
"","Anna INCERTI
                
                    
                    ITA","beijing","2008","marathon-women"
"","Dire TUNE
                
                    
                    ETH","beijing","2008","marathon-women"
"","Nina RILLSTONE
                
                    
                    NZL","beijing","2008","marathon-women"
"","Bruna GENOVESE
                
                    
                    ITA","beijing","2008","marathon-women"
"","Luminita TALPOS
                
                    
                    ROU","beijing","2008","marathon-women"
"","Madai PEREZ
                
                    
                    MEX","beijing","2008","marathon-women"
"","Christelle DAUNAY
                
                    
                    FRA","beijing","2008","marathon-women"
"","Benita WILLIS
                
                    
                    AUS","beijing","2008","marathon-women"
"","Svetlana ZAKHAROVA
                
                    
                    RUS","beijing","2008","marathon-women"
